id,section,condition,trial,value,Sound Scape,Trial Number
cc9523b1-3d59-440c-b1a5-a51fca7f51bf,demographics,,nationality,American,,
cc9523b1-3d59-440c-b1a5-a51fca7f51bf,demographics,,musical_ability,Beginner,,
cc9523b1-3d59-440c-b1a5-a51fca7f51bf,demographics,,gender,Female,,
cc9523b1-3d59-440c-b1a5-a51fca7f51bf,demographics,,anxiety_level,High,,
cc9523b1-3d59-440c-b1a5-a51fca7f51bf,NasaTLX,monaural,temporal,50,soundscape2,
cc9523b1-3d59-440c-b1a5-a51fca7f51bf,NasaTLX,monaural,effort,100,soundscape2,
cc9523b1-3d59-440c-b1a5-a51fca7f51bf,NasaTLX,monaural,physical,0,soundscape2,
cc9523b1-3d59-440c-b1a5-a51fca7f51bf,NasaTLX,monaural,mental,50,soundscape2,
cc9523b1-3d59-440c-b1a5-a51fca7f51bf,NasaTLX,monaural,frustration,50,soundscape2,
cc9523b1-3d59-440c-b1a5-a51fca7f51bf,NasaTLX,monaural,performance,50,soundscape2,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,monaural,temporal,68,soundscape2,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,monaural,effort,64,soundscape2,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,monaural,physical,49,soundscape2,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,monaural,mental,83,soundscape2,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,monaural,frustration,81,soundscape2,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,monaural,performance,68,soundscape2,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,monaural,3,1.0,soundscape2,1
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,monaural,5,0.12,soundscape2,1
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,monaural,7,0.12244897959183672,soundscape2,1
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,monaural,9,0.19753086419753085,soundscape2,1
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,monaural,11,0.23140495867768596,soundscape2,1
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,monaural,13,0.20710059171597633,soundscape2,1
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,monaural,15,0.19999999999999998,soundscape2,1
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,monaural,17,0.1522491349480969,soundscape2,1
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,pan,3,1.0,soundscape1,2
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,pan,5,0.24,soundscape1,2
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,pan,7,0.20408163265306123,soundscape1,2
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,pan,9,0.24691358024691357,soundscape1,2
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,pan,11,0.17355371900826444,soundscape1,2
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,pan,13,0.21301775147928995,soundscape1,2
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,pan,15,0.24,soundscape1,2
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,trial,pan,17,0.0,soundscape1,2
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,demographics,,hearing_level,Above Average,,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,demographics,,age,28,,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,demographics,,nationality,American ,,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,demographics,,musical_ability,Intermediate,,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,demographics,,gender,Male ,,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,demographics,,anxiety_level,High,,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,pan,temporal,73,soundscape1,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,pan,effort,68,soundscape1,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,pan,physical,29,soundscape1,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,pan,mental,82,soundscape1,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,pan,frustration,70,soundscape1,
fc121f8c-f14b-4d93-bcd2-a44eb743dc95,NasaTLX,pan,performance,74,soundscape1,
